Model.Year,Type,Weight,Horsepower,Acceleration,MPG,CO2
1993,Van,4000,151,11.1593,18.14357,489.8153
1994,Van,4000,151,11.0836,18.84046,471.69764
1995,Van,4000,151,11.3582,19.04415,466.65256
1996,Van,4000,151,11.8624,18.91731,469.78134
1997,Van,4000,151,11.829,18.58696,478.131
1998,Van,4000,151,12.1748,18.65054,476.501
1999,Van,4000,170,11.1569,18.99661,467.82018
2000,Van,4000,170,10.6662,18.74608,474.07235
2001,Van,4000,170,10.5079,18.43605,482.04457
2002,Van,4000,170,10.6685,18.36884,483.80854
2004,Van,4500,240,8.9746,19.86372,447.39859
2005,Van,4500,240,8.8286,19.85142,447.67575
2006,Van,4500,240,9.0015,20.0671,442.86409
2007,Van,4500,240,8.8889,19.72895,450.45489
2008,Van,4500,240,8.944,19.73737,450.26266
2009,Van,4500,240,8.743,19.7489,449.99982
2011,Van,4500,260,8.1097,21.41249,415.03811
2012,Van,4500,265,8.0162,21.61245,411.19814
2013,Van,4171.683,221.0056,9.1127,22.65876,392.21037
2014,Van,3948.807,188.8961,9.8995,23.29438,381.50831
2015,Van,3743.509,162.4126,10.5657,24.8039,358.2904
2016,Van,3935.482,187.1772,9.9427,24.44657,363.52742
2017,Van,3650.552,150.4211,10.8674,25.08316,354.30138
2018,Van,3500,131,11.3559,25.15589,353.27706
2019,Van,3500,131,11.3559,25.15589,353.27706
2020,Van,3500,131,11.3559,25.15589,353.27706
2021,Van,3500,131,11.3559,24.94785,356.22305
1978,Sedan,2533.77,105.4201,11.8862,22.76734,390.33989
1979,Sedan,2493.73,84.525,15.3933,22.84747,388.97082
1980,Sedan,2461.074,81.8036,15.6723,26.55812,334.62456
1981,Sedan,2529.992,89.116,15.3202,25.93274,343.21575
1982,Sedan,2568.011,89.8975,16.2575,26.13337,341.23942
1983,Sedan,2516.105,89.5001,14.4928,27.88658,319.11973
1984,Sedan,2632.643,100.999,13.7038,27.21893,326.71477
1985,Sedan,2737.75,103.38,13.7239,25.12592,353.75114
1986,Sedan,2801.154,103.4139,13.2017,25.39501,349.96969
1987,Sedan,2881.983,98.8598,14.2377,24.83659,357.81879
1988,Sedan,2786.068,93.2033,14.8702,25.72824,345.41806
1989,Sedan,2835.814,112.1933,12.4258,25.33047,350.84227
1990,Sedan,3024.683,138.4665,10.5513,23.76489,373.95509
1991,Sedan,3080.803,145.8614,10.2344,24.21039,367.07377
1992,Sedan,3026.462,141.2284,10.1451,24.86785,357.36908
1993,Sedan,3096.786,145.8129,9.431,24.17637,367.5904
1994,Sedan,3034.678,142.0661,9.5185,24.65899,360.39593
1995,Sedan,3143.249,158.891,9.1642,24.06943,369.22351
1996,Sedan,3121.413,156.0374,9.5737,24.77538,358.7029
1997,Sedan,3121.672,156.0348,9.6458,24.24112,366.60848
1998,Sedan,3283.44,155.6952,10.1957,24.6053,361.1823
1999,Sedan,3340.847,156.7986,10.2133,24.08046,369.05435
2000,Sedan,3381.295,184.1541,8.896,22.71349,391.26527
2001,Sedan,3305.186,172.6339,9.0583,22.8385,389.12363
2002,Sedan,3368.455,193.4641,8.6649,23.19976,383.06427
2003,Sedan,3430.441,212.7041,8.0719,22.3254,398.06672
2004,Sedan,3528.31,214.8604,8.2242,22.51652,394.68796
2005,Sedan,3521.449,197.0988,8.6052,23.26274,382.0272
2006,Sedan,3525.028,200.8377,8.6673,23.04576,385.62406
